corpus_name,target_child_name,target_child_age,target_child_sex,gloss,valid,about_child,about_female,about_male,unclear,id,corpus_id,collection_id,speaker_id,transcript_id
Providence,Alex,17.8545760693238,male,where's Elmo's mommy she's pretty,1,0,1,0,0,17267462,336,21,23473,43211
Providence,Alex,22.7889689726688,male,oh she is so pretty,1,0,1,0,0,17269009,336,21,23473,43223
Providence,Alex,19.8546171379289,male,you think it's pretty,1,0,0,0,1,17270806,336,21,23473,43216
Providence,Alex,17.8545760693238,male,she's pretty,1,0,1,0,0,17274772,336,21,23473,43211
Providence,Alex,17.8545760693238,male,she's pretty,1,0,1,0,0,17275088,336,21,23473,43211
Providence,Alex,28.361978685394,male,oh how pretty,1,0,0,0,1,17276771,336,21,23473,43232
Providence,Alex,28.361978685394,male,how pretty,1,0,0,0,1,17279117,336,21,23473,43232
Providence,Alex,19.8546171379289,male,wow it's pretty,1,0,0,0,1,17279180,336,21,23473,43216
Providence,Alex,24.3947514322676,male,yep Mommy's pretty smart I know where everything is,0,0,0,0,0,17279875,336,21,23473,43224
Providence,Alex,25.0662231257315,male,I'm looking for a pretty crayon,1,0,0,0,0,17282273,336,21,23473,43225
Providence,Alex,25.0662231257315,male,I want like a pretty violet,1,0,0,0,0,17282341,336,21,23473,43225
Providence,Alex,25.0662231257315,male,that one's kinda pretty,1,0,0,0,1,17282480,336,21,23473,43225
Providence,Alex,25.0662231257315,male,that's a little pretty too,1,0,0,0,1,17282613,336,21,23473,43225
Providence,Alex,27.460522803343,male,oh that bowl is gettin pretty full,0,0,0,0,0,17282739,336,21,23473,43229
Providence,Alex,28.361978685394,male,that's a very pretty blue,1,0,0,0,0,17285620,336,21,23473,43232
Providence,Alex,22.7889689726688,male,oh my bracelet is so pretty,1,0,0,0,0,17288399,336,21,23473,43223
Providence,Alex,27.0005544261689,male,no it's so pretty,1,0,0,0,1,17288451,336,21,23473,43230
Providence,Alex,27.0005544261689,male,oh it's so pretty,1,0,0,0,1,17288560,336,21,23473,43230
Providence,Alex,28.821947062568,male,ooh oh that's pretty with the green,1,0,0,0,1,17293414,336,21,23473,43233
Providence,Alex,30.6577137107538,male,oh that is so pretty,1,0,0,0,1,17293446,336,21,23473,43236
Providence,Alex,21.7232386701986,male,makes pretty music,1,0,0,0,0,17298934,336,21,23473,43220
Providence,Alex,23.0990369412103,male,aw how pretty look,1,0,0,0,1,17299199,336,21,23473,43218
Providence,Alex,21.7232386701986,male,very pretty,1,0,0,0,1,17299347,336,21,23473,43220
Providence,Alex,23.0990369412103,male,xxx make a pretty bracelet,1,0,0,0,0,17299520,336,21,23473,43218
Providence,Alex,23.0990369412103,male,oh it's so pretty a pretty xxx,1,0,0,0,1,17299593,336,21,23473,43218
Providence,Alex,21.7232386701986,male,this is a very pretty color,1,0,0,0,0,17300159,336,21,23473,43220
Providence,Alex,32.3292059385203,male,that's pretty cool,0,0,0,0,0,17304614,336,21,23473,43240
Providence,Alex,21.7232386701986,male,oh xxx getting pretty snazzy,0,0,0,0,0,17309237,336,21,23473,43220
McCune,Alice,18.0003696174459,female,it's a pretty cow,1,0,0,0,0,2471408,73,2,3945,9612
McCune,Alice,22.0004517546562,female,that's pretty good,0,0,0,0,0,2472680,73,2,3945,9618
McCune,Alice,24.066202591429,female,very pretty,1,0,0,0,1,2483014,73,2,3945,9617
Weist,Benjamin,28.4276884535617,male,pretty young for that,0,0,0,0,0,2501695,74,2,3969,9778
Weist,Benjamin,32.1320766340171,male,wow a slide in the house they're pretty lucky,0,0,0,0,0,2505673,74,2,3969,9782
Weist,Benjamin,28.4276884535617,male,oh pretty good okay,0,0,0,0,0,2512027,74,2,3969,9778
McCune,David,20.000410686051,male,make her all pretty,1,0,1,0,0,2499587,73,2,3967,9771
McCune,David,17.0003490831434,male,pretty baby,1,0,0,0,1,2506483,73,2,3967,9769
Weist,Emma,33.0006776319842,female,that's pretty cool,0,0,0,0,0,2521757,74,2,3983,9814
Weist,Emma,33.0006776319842,female,you be gentle pretty girl,1,1,1,0,0,2521813,74,2,3983,9814
VanHouten,Erica,28.0005749604715,female,well that's pretty good,0,0,0,0,0,2102507,65,2,3571,7960
VanHouten,Erica,28.0005749604715,female,look how pretty mine looks Erica,1,0,0,0,0,2107280,65,2,3571,7995
Providence,Ethan,12.6901989773917,male,pretty wooly white rectangle,0,0,0,0,0,17332356,336,21,23488,43263
Providence,Ethan,18.0660793856137,male,it's a pretty color huh,1,0,0,0,0,17346454,336,21,23488,43273
Providence,Ethan,18.0660793856137,male,it's a pretty color,1,0,0,0,0,17346462,336,21,23488,43273
Providence,Ethan,20.6575083677283,male,look how pretty it is it's colorful,1,0,0,0,1,17347106,336,21,23488,43280
Providence,Ethan,19.8546171379289,male,that one has a pretty big shovel too,0,0,0,0,0,17347277,336,21,23488,43278
Providence,Ethan,19.8546171379289,male,it's pretty sticky stuff,0,0,0,0,0,17348736,336,21,23488,43278
Providence,Ethan,20.1318302223865,male,he has pretty big ears huh,0,0,0,0,0,17350217,336,21,23488,43279
Providence,Ethan,21.131850756689,male,pretty and pink,1,0,0,0,1,17352059,336,21,23488,43282
Providence,Ethan,20.1318302223865,male,goes pretty fast,0,0,0,0,0,17353580,336,21,23488,43279
Providence,Ethan,23.3290211297973,male,that looks pretty silly,0,0,0,0,0,17356952,336,21,23488,43286
Providence,Ethan,24.2304770118483,male,pretty silly looking isn't it Ethan,0,0,0,0,0,17358004,336,21,23488,43288
Providence,Ethan,24.2304770118483,male,pretty silly looking,0,0,0,0,0,17358019,336,21,23488,43288
Providence,Ethan,24.2304770118483,male,it's pretty isn't it,1,0,0,0,1,17359435,336,21,23488,43288
Providence,Ethan,23.6904248547198,male,they were pretty funny looking,0,0,0,0,0,17359500,336,21,23488,43287
Providence,Ethan,25.7233208074088,male,that's a pretty tough situation,0,0,0,0,0,17360646,336,21,23488,43290
Providence,Ethan,25.7233208074088,male,wow it's pretty crowded on this thing isn't it,0,0,0,0,0,17360704,336,21,23488,43290
Providence,Ethan,25.7233208074088,male,Butch is pretty heavy,0,0,0,0,0,17361084,336,21,23488,43290
Providence,Ethan,18.6574672991232,male,it's pretty long huh,0,0,0,0,0,17362414,336,21,23488,43275
Providence,Ethan,27.6247972237623,male,very pretty,1,0,0,0,1,17363635,336,21,23488,43293
Providence,Ethan,28.0662847286392,male,that's a pretty special whistle in that you know where you got that whistle,0,0,0,0,0,17364747,336,21,23488,43294
Providence,Ethan,22.3618554795786,male,it looks pretty clean to me,0,0,0,0,0,17364943,336,21,23488,43284
Providence,Ethan,28.0662847286392,male,that's a pretty special whistle,0,0,0,0,0,17364982,336,21,23488,43294
Providence,Ethan,27.6247972237623,male,that's the one that's pretty dirty,0,0,0,0,0,17365549,336,21,23488,43293
Providence,Ethan,28.0662847286392,male,that's pretty funny,0,0,0,0,0,17365826,336,21,23488,43294
Providence,Ethan,27.6247972237623,male,they're pretty silly huh,0,0,0,0,0,17368864,336,21,23488,43293
Providence,Ethan,30.3620197539991,male,that's a pretty xxx truck,0,0,0,0,0,17369032,336,21,23488,43299
Providence,Ethan,28.0662847286392,male,is that pretty easy,0,0,0,0,0,17369975,336,21,23488,43294
Providence,Ethan,30.7891332470893,male,our house is pretty tall,0,0,0,0,0,17370180,336,21,23488,43300
Providence,Ethan,30.7891332470893,male,this beige house is pretty tall,0,0,0,0,0,17370205,336,21,23488,43300
Providence,Ethan,23.6904248547198,male,it's pretty cold,0,0,0,0,0,17370373,336,21,23488,43287
Providence,Ethan,29.8548224809544,male,that's a pretty big fall Thomas,0,0,0,0,0,17371290,336,21,23488,43298
Providence,Ethan,29.8548224809544,male,that's a pretty big fall,0,0,0,0,0,17371310,336,21,23488,43298
Providence,Ethan,23.6904248547198,male,yeah that's a pretty one,1,0,0,0,1,17372210,336,21,23488,43287
Providence,Ethan,26.2633729645373,male,not much space did you see outside how pretty it is,1,0,0,0,0,17372369,336,21,23488,43291
Providence,Ethan,31.8220086654757,male,that's pretty narrow too,0,0,0,0,0,17372636,336,21,23488,43302
Providence,Ethan,28.0662847286392,male,that's pretty nice huh,0,0,0,0,0,17374611,336,21,23488,43294
Providence,Ethan,28.0662847286392,male,that was pretty nice,0,0,0,0,0,17374816,336,21,23488,43294
Providence,Ethan,25.7233208074088,male,I think she's a pretty train don't you,1,0,1,0,0,17376753,336,21,23488,43290
Providence,Ethan,30.3620197539991,male,xxx that's a pretty good one huh,0,0,0,0,0,17377649,336,21,23488,43299
Providence,Ethan,30.7891332470893,male,you were a pretty good sharer when he was over to play,0,0,0,0,0,17380277,336,21,23488,43300
Providence,Ethan,28.6248177580648,male,they don't look brown to me they look pretty white,0,0,0,0,0,17380296,336,21,23488,43295
Providence,Ethan,28.6248177580648,male,feels pretty nice huh,0,0,0,0,0,17381224,336,21,23488,43295
Providence,Ethan,28.6248177580648,male,this is pretty goopy,0,0,0,0,0,17381250,336,21,23488,43295
Providence,Ethan,29.000595494774,male,yeah you had strawberry it was pretty yummy huh,0,0,0,0,0,17381294,336,21,23488,43297
Providence,Ethan,29.8548224809544,male,that was pretty up,0,0,0,0,0,17381674,336,21,23488,43298
Providence,Ethan,30.7891332470893,male,you have a pretty big eye,0,0,0,0,0,17381856,336,21,23488,43300
Providence,Ethan,32.3292059385203,male,oh that's a pretty color green,1,0,0,0,0,17383235,336,21,23488,43303
Providence,Ethan,31.8220086654757,male,he liked to tie knots in the sleeves of her pretty dresses,1,0,1,0,0,17383361,336,21,23488,43302
Providence,Ethan,31.8220086654757,male,her pretty dresses stayed nice and pretty,2,0,2,0,0,17384016,336,21,23488,43302
Providence,Ethan,32.3292059385203,male,pretty yummy huh,0,0,0,0,0,17384224,336,21,23488,43303
Providence,Ethan,29.493418756032,male,you're pretty good at getting undressed,0,0,0,0,0,17387394,336,21,23488,43296
Providence,Ethan,29.493418756032,male,pretty soon you'll be big enough and you'll know how to dress yourself,0,0,0,0,0,17387424,336,21,23488,43296
Providence,Ethan,33.6577753136615,male,xxx heh that's pretty smart,0,0,0,0,0,17387684,336,21,23488,43306
Providence,Ethan,29.493418756032,male,voila crash that's a pretty nice butterfly,1,0,0,0,0,17390513,336,21,23488,43296
Providence,Ethan,35.0335735846732,male,xxx it must be pretty hot,0,0,0,0,0,17391366,336,21,23488,43310
Providence,Ethan,31.2963305201339,male,I think we've got a pretty good Pooh there,0,0,0,0,0,17395325,336,21,23488,43301
Providence,Ethan,34.5920860797963,male,I'll show you we could scoop up some of those pretty beads,1,0,0,0,0,17395332,336,21,23488,43309
Providence,Ethan,34.5920860797963,male,it looks pretty that way,0,0,0,0,0,17398121,336,21,23488,43309
Providence,Ethan,35.0335735846732,male,that's pretty good,0,0,0,0,0,17399513,336,21,23488,43310
Providence,Ethan,34.5920860797963,male,xxx that's pretty funny,0,0,0,0,0,17400043,336,21,23488,43309
Providence,Ethan,34.5920860797963,male,that's a very pretty load and it matches the bed of the truck,0,0,0,0,0,17400998,336,21,23488,43309
Providence,Ethan,34.5920860797963,male,it is very pretty sweetie,1,0,0,0,1,17401043,336,21,23488,43309
Providence,Ethan,34.5920860797963,male,if it's pretty and you know it,1,0,0,0,1,17401053,336,21,23488,43309
Providence,Ethan,34.5920860797963,male,if it's pretty and you know it clap your hands,1,0,0,0,1,17401066,336,21,23488,43309
Providence,Ethan,35.0335735846732,male,that's pretty good,0,0,0,0,0,17401599,336,21,23488,43310
Providence,Ethan,34.5920860797963,male,how about this one looks pretty clean,0,0,0,0,0,17401671,336,21,23488,43309
Providence,Ethan,34.5920860797963,male,and he has two pretty big ears that stick out and then he has little black eyes,0,0,0,0,0,17401891,336,21,23488,43309
Providence,Ethan,34.5920860797963,male,and then he has a pretty big smile,0,0,0,0,0,17401912,336,21,23488,43309
Providence,Ethan,33.0006776319842,male,that's pretty close though,0,0,0,0,0,17402008,336,21,23488,43304
Providence,Ethan,33.2306618205713,male,xxx it looks like your socks got pretty damp too,0,0,0,0,0,17403168,336,21,23488,43305
Providence,Ethan,34.1649725867061,male,that's pretty heavy huh,0,0,0,0,0,17403579,336,21,23488,43307
Providence,Ethan,34.1649725867061,male,that's pretty good as new,0,0,0,0,0,17403965,336,21,23488,43307
Providence,Ethan,34.5920860797963,male,yeah it's pretty sunny right there on the corner there,0,0,0,0,0,17404063,336,21,23488,43309
Providence,Ethan,33.0006776319842,male,now that's pretty silly,0,0,0,0,0,17404562,336,21,23488,43304
Providence,Ethan,33.2306618205713,male,he looks pretty big and fat,0,0,0,0,0,17407194,336,21,23488,43305
Providence,Ethan,33.0006776319842,male,he's pretty neat,0,0,0,0,0,17407960,336,21,23488,43304
Providence,Ethan,33.2306618205713,male,that's pretty funny xxx,0,0,0,0,0,17410509,336,21,23488,43305
Providence,Ethan,33.2306618205713,male,xxx that looks pretty funny,0,0,0,0,0,17411026,336,21,23488,43305
McCune,Jase,24.0004928232613,male,you look so pretty,1,1,0,1,0,2487369,73,2,3954,9676
McCune,Jase,22.0004517546562,male,pretty thank_you,1,0,0,0,1,2488643,73,2,3954,9673
Warren,Jeff,21.0004312203536,male,that's a pretty yellow block,1,0,0,0,0,2086559,63,2,3462,7894
Warren,Jeff,21.0004312203536,male,you're doing pretty good,0,0,0,0,0,2086589,63,2,3462,7894
Warren,Jeff,21.0004312203536,male,it's a pretty blue block isn't it Adam,1,0,0,0,0,2087604,63,2,3462,7894
Warren,Jeff,21.0004312203536,male,is that a pretty blue block,1,0,0,0,0,2087612,63,2,3462,7894
Warren,Jeff,21.0004312203536,male,here's a pretty yellow one,1,0,0,0,0,2087694,63,2,3462,7894
Weist,Jillian,25.9533049959958,female,he's so pretty,1,0,0,1,0,2536028,74,2,3989,9842
Weist,Jillian,25.9533049959958,female,does she have a pretty bow in her hair,1,0,1,0,0,2536505,74,2,3989,9842
Weist,Jillian,25.5590463869895,female,that's pretty good,0,0,0,0,0,2537458,74,2,3989,9840
Weist,Jillian,28.2962689172262,female,what were you drawing on the on the board pretty pictures,1,0,0,0,0,2539494,74,2,3989,9847
Weist,Jillian,28.2962689172262,female,seems pretty empty sweetie pie want me to take it,0,0,0,0,0,2541097,74,2,3989,9847
Weist,Jillian,26.1976631963695,female,it was pretty soft,0,0,0,0,0,2548635,74,2,3989,9843
Weist,Jillian,31.0006365633791,female,somebody was moving a moving some furniture and it sounded pretty loud,0,0,0,0,0,2548636,74,2,3989,9856
Weist,Jillian,33.526355777326,female,and she gave her the pretty dress,1,0,1,0,0,2550765,74,2,3989,9858
Weist,Jillian,33.526355777326,female,and she got the pretty dress and what else did she get on her feet,1,0,1,0,0,2550827,74,2,3989,9858
Weist,Jillian,29.8548224809544,female,what a pretty name for a horse,1,0,0,0,0,2553632,74,2,3989,9853
Weist,Jillian,29.8548224809544,female,and you're a very pretty color,1,0,0,0,0,2553644,74,2,3989,9853
Weist,Jillian,29.8548224809544,female,that's pretty new,0,0,0,0,0,2562336,74,2,3989,9853
Weist,Jillian,25.0333682416477,female,that's a pretty pretty song,2,0,0,0,0,2565146,74,2,3989,9838
McCune,Laura,14.0002874802357,female,you're wearing a pretty ring,1,0,1,0,0,2474032,73,2,3949,9625
McCune,Laura,14.0002874802357,female,you're gonna get all pretty,1,1,1,0,0,2475855,73,2,3949,9625
McCune,Laura,18.0003696174459,female,oh how pretty,1,0,0,0,1,2477337,73,2,3949,9629
McCune,Laura,20.000410686051,female,how pretty,1,0,0,0,1,2477857,73,2,3949,9631
McCune,Laura,23.0004722889587,female,it's pretty good,0,0,0,0,0,2479670,73,2,3949,9634
McCune,Laura,21.0004312203536,female,she has a very pretty red jacket and pretty blue pants and red shoes,2,0,2,0,0,2481635,73,2,3949,9632
McCune,Laura,20.000410686051,female,it's a pretty jacket,1,0,0,0,0,2483620,73,2,3949,9631
McCune,Laura,20.000410686051,female,her hair is pretty messy isn't it,0,0,0,0,0,2483643,73,2,3949,9631
Providence,Lily,14.0659972484035,female,Po's pretty big,0,0,0,0,0,17386203,336,21,23497,43312
Providence,Lily,13.5587999753588,female,very pretty honey,1,0,0,0,1,17389401,336,21,23497,43311
Providence,Lily,13.5587999753588,female,that is pretty silly,0,0,0,0,0,17389599,336,21,23497,43311
Providence,Lily,16.7559908827697,female,hm yeah that's pretty silly,0,0,0,0,0,17392561,336,21,23497,43318
Providence,Lily,17.2631881558143,female,Daisy's lookin pretty good woof woof woof woof woof woof,0,0,0,0,0,17393751,336,21,23497,43319
Providence,Lily,15.8545350007187,female,that makes for a pretty good story,0,0,0,0,0,17394064,336,21,23497,43317
Providence,Lily,16.7559908827697,female,I was pretty scared especially when I saw the police coming but my parents were with them and they were happy to see me,0,0,0,0,0,17394361,336,21,23497,43318
Providence,Lily,16.7559908827697,female,that's pretty silly,0,0,0,0,0,17395080,336,21,23497,43318
Providence,Lily,17.2631881558143,female,pretty snazzy wouldn't ya say,0,0,0,0,0,17395382,336,21,23497,43319
Providence,Lily,15.8545350007187,female,yeah did you draw that pretty picture on there,1,0,0,0,0,17397800,336,21,23497,43317
Providence,Lily,15.8545350007187,female,that's your pretty drawing,1,0,0,0,0,17398133,336,21,23497,43317
Providence,Lily,15.8545350007187,female,that's your pretty picture you want me to find you a pen so you can draw,1,0,0,0,0,17398148,336,21,23497,43317
Providence,Lily,15.8545350007187,female,that's pretty nice,0,0,0,0,0,17398673,336,21,23497,43317
Providence,Lily,17.6903016489045,female,yeah and a parrot look at the pretty parrot,1,0,0,0,0,17398820,336,21,23497,43320
Providence,Lily,17.6903016489045,female,it's pretty it's yellow and green,1,0,0,0,1,17400381,336,21,23497,43320
Providence,Lily,15.7559703484671,female,that's pretty silly,0,0,0,0,0,17400438,336,21,23497,43316
Providence,Lily,16.7559908827697,female,that's is pretty silly,0,0,0,0,0,17404535,336,21,23497,43318
Providence,Lily,17.2631881558143,female,yeah that's pretty great,0,0,0,0,0,17405554,336,21,23497,43319
Providence,Lily,14.4274009733259,female,she got pretty good,0,0,0,0,0,17405914,336,21,23497,43313
Providence,Lily,15.8545350007187,female,that's pretty silly,0,0,0,0,0,17405929,336,21,23497,43317
Providence,Lily,15.4274215076285,female,that's pretty silly,0,0,0,0,0,17406881,336,21,23497,43315
Providence,Lily,14.9202242345839,female,ooh she got pretty good at making sand+castles,0,0,0,0,0,17406932,336,21,23497,43314
Providence,Lily,14.4274009733259,female,look at the pretty colors,1,0,0,0,0,17407519,336,21,23497,43313
Providence,Lily,18.3617733423684,female,oh_my_goodness that's a pretty dragonfly isn't it,1,0,0,0,0,17408152,336,21,23497,43321
Providence,Lily,18.3617733423684,female,very pretty,1,0,0,0,1,17408505,336,21,23497,43321
Providence,Lily,18.3617733423684,female,huh look how pretty,1,0,0,0,1,17408578,336,21,23497,43321
Providence,Lily,18.3617733423684,female,it's a pretty flower,1,0,0,0,0,17408627,336,21,23497,43321
Providence,Lily,18.3617733423684,female,very pretty,1,0,0,0,1,17408764,336,21,23497,43321
Providence,Lily,17.6903016489045,female,oh her oot what a pretty flower,1,0,0,0,0,17409354,336,21,23497,43320
Providence,Lily,14.4274009733259,female,can I see your pretty bracelet,1,0,1,0,0,17409690,336,21,23497,43313
Providence,Lily,17.6903016489045,female,that's a pretty good idea,0,0,0,0,0,17410950,336,21,23497,43320
Providence,Lily,17.6903016489045,female,pretty pink,0,0,0,0,0,17413002,336,21,23497,43320
Providence,Lily,17.6903016489045,female,that's pretty silly,0,0,0,0,0,17413444,336,21,23497,43320
Providence,Lily,17.6903016489045,female,huh I don't think it's too bad I think Birthday_Bear's pretty clean honey we just washed her,0,0,0,0,0,17414209,336,21,23497,43320
Providence,Lily,21.3946898293599,female,she's pretty good with the plurals,0,0,0,0,0,17415112,336,21,23497,43328
Providence,Lily,20.4603790632251,female,she's a pretty lady huh,1,0,1,0,0,17416157,336,21,23497,43326
Providence,Lily,19.0332450358324,female,oh she got pretty good,0,0,0,0,0,17418843,336,21,23497,43323
Providence,Lily,24.1319123595967,female,pretty simple song right,0,0,0,0,0,17421615,336,21,23497,43334
Providence,Lily,21.8218033224502,female,very pretty,1,0,0,0,1,17421797,336,21,23497,43329
Providence,Lily,19.0332450358324,female,that's pretty silly I never noticed that before,0,0,0,0,0,17422794,336,21,23497,43323
Providence,Lily,19.0332450358324,female,pretty all true,0,0,0,0,0,17424005,336,21,23497,43323
Providence,Lily,24.1319123595967,female,I it looks pretty real though doesn't it,0,0,0,0,0,17425410,336,21,23497,43334
Providence,Lily,20.8874925563153,female,oh the bow is tied on top how pretty,1,0,0,0,0,17426169,336,21,23497,43327
Providence,Lily,22.7232592045011,female,should we have a nice new pretty floor,1,0,0,0,0,17426482,336,21,23497,43331
Providence,Lily,24.1319123595967,female,ooh so pretty,1,0,0,0,1,17426877,336,21,23497,43334
Providence,Lily,24.1319123595967,female,so pretty,1,0,0,0,1,17426910,336,21,23497,43334
Providence,Lily,22.2961457114109,female,it's pretty now,1,0,0,0,1,17427830,336,21,23497,43330
Providence,Lily,23.8546992751391,female,but I'm like I live in fear that she's gonna lose that fish because she loves it so much although she's been pretty good we've lost a couple things,0,0,0,0,0,17427984,336,21,23497,43333
Providence,Lily,23.8546992751391,female,um left them in stores and whatnot she's been pretty good about it,0,0,0,0,0,17428013,336,21,23497,43333
Providence,Lily,23.8546992751391,female,yeah Dora's her new obsession pretty much,0,0,0,0,0,17429369,336,21,23497,43333
Providence,Lily,19.0332450358324,female,hehe that's pretty silly,0,0,0,0,0,17431822,336,21,23497,43323
Providence,Lily,21.8218033224502,female,what a mess said Jonathan we'd better wipe it up pretty quickly,0,0,0,0,0,17432089,336,21,23497,43329
Providence,Lily,23.8546992751391,female,they seem pretty nice,0,0,0,0,0,17432117,336,21,23497,43333
Providence,Lily,25.4933366188217,female,you with your pretty buttons,1,0,1,0,0,17432335,336,21,23497,43339
Providence,Lily,23.8546992751391,female,the park Grover's painting a pretty picture,1,0,0,0,0,17432463,336,21,23497,43333
Providence,Lily,24.7561551571901,female,and did we see that very pretty bust of a woman,1,0,1,0,0,17433091,336,21,23497,43337
Providence,Lily,18.5917575309555,female,that's pretty sad,0,0,0,0,0,17436046,336,21,23497,43322
Providence,Lily,19.0332450358324,female,it's pretty silly isn't it,0,0,0,0,0,17437389,336,21,23497,43323
Providence,Lily,20.8874925563153,female,well the snow's not so dirty the snow looks nice and pretty and clean,1,0,0,0,0,17439034,336,21,23497,43327
Providence,Lily,25.2633524302347,female,it looks pretty sunny outside,0,0,0,0,0,17440646,336,21,23497,43338
Providence,Lily,18.5917575309555,female,I think Sugar feels pretty good about being in the stroller,0,0,0,0,0,17440688,336,21,23497,43322
Providence,Lily,24.3618965481837,female,yeah soda or juice they look pretty much the same in this picture,0,0,0,0,0,17441290,336,21,23497,43335
Providence,Lily,27.1648288465882,female,mm what's the state right above Texas it's pretty small,0,0,0,0,0,17442709,336,21,23497,43345
Providence,Lily,18.5917575309555,female,they are pretty small aren't they,0,0,0,0,0,17443356,336,21,23497,43322
Providence,Lily,28.2962689172262,female,Gabi's eyes are very dark brown she has pretty dark brown eyes,1,0,1,0,0,17444070,336,21,23497,43348
Providence,Lily,28.0662847286392,female,nearby a young prince heard Aurora's pretty voice,1,0,1,0,0,17444356,336,21,23497,43347
